,movie,runtime_minutes,genres,averagerating,numvotes,production_budget,domestic_gross,worldwide_gross,net_revenue,ROI%,movie_type
1017,Maze Runner: The Scorch Trials,131.0,"Action,Sci-Fi,Thriller",6.3,201143,61000000,81697192,310566162,249566162,4.09124855737705,Dark
1018,The Prodigy,92.0,"Horror,Thriller",5.9,11456,6000000,14856291,19789712,13789712,2.2982853333333333,Dark
1021,Hush,82.0,"Horror,Thriller",6.6,79100,1000000,0,0,-1000000,-1.0,Dark
1022,Happy Death Day,96.0,"Horror,Mystery,Thriller",6.5,87132,5000000,55683845,125010260,120010260,24.002052,Dark
1023,Blade Runner 2049,164.0,"Drama,Mystery,Sci-Fi",8.0,376241,185000000,92054159,259357408,74357408,0.40193193513513514,Dark
1025,Sinister,110.0,"Horror,Mystery,Thriller",6.8,198345,3000000,48086903,87727807,84727807,28.242602333333334,Dark
1029,Alien: Covenant,122.0,"Horror,Sci-Fi,Thriller",6.4,226920,97000000,74262031,238521247,141521247,1.4589819278350515,Dark
1032,Blue Ruin,90.0,"Crime,Drama,Thriller",7.1,58811,420000,258384,437002,17002,0.04048095238095238,Dark
1033,Deliver Us from Evil,118.0,"Horror,Mystery,Thriller",6.2,63793,30000000,30577122,87956618,57956618,1.9318872666666667,Dark
1036,Hot Tub Time Machine 2,93.0,"Comedy,Mystery,Sci-Fi",5.1,34444,14000000,12314651,12826644,-1173356,-0.08381114285714286,Dark
1039,"As Above, So Below",93.0,"Adventure,Horror,Mystery",6.2,66892,5000000,21222315,41824066,36824066,7.3648132,Dark
1040,John Wick,101.0,"Action,Crime,Thriller",7.4,449942,30000000,43037835,76235001,46235001,1.5411667,Dark
1045,The A-Team,117.0,"Action,Adventure,Thriller",6.8,235256,110000000,77222099,177241171,67241171,0.6112833727272727,Dark
1046,Toy Story 3,103.0,"Adventure,Animation,Comedy",8.3,682218,200000000,415004880,1068879522,868879522,4.34439761,Light
1048,Trance,101.0,"Crime,Drama,Mystery",6.9,104951,16000000,2322593,22594052,6594052,0.41212825,Dark
1051,Flatliners,109.0,"Drama,Horror,Mystery",5.2,33752,26000000,61308153,61308153,35308153,1.3580058846153846,Dark
1055,When the Game Stands Tall,115.0,"Drama,Family,Sport",6.7,14498,15000000,30127963,30138912,15138912,1.0092608,Light
1059,The Gallows,81.0,"Horror,Mystery,Thriller",4.2,17763,100000,22764410,41656474,41556474,415.56474,Dark
1062,Spectre,148.0,"Action,Adventure,Thriller",6.8,352504,300000000,200074175,879620923,579620923,1.9320697433333334,Dark
1065,Crimson Peak,119.0,"Drama,Fantasy,Horror",6.5,119287,55000000,31090320,74966854,19966854,0.3630337090909091,Dark
1067,The Secret Life of Pets,87.0,"Adventure,Animation,Comedy",6.5,161997,75000000,368384330,886750534,811750534,10.823340453333333,Light
1069,Jem and the Holograms,118.0,"Adventure,Drama,Family",4.1,6683,5000000,2184640,2368937,-2631063,-0.5262126,Light
1073,I Spit on Your Grave,108.0,"Horror,Thriller",6.3,68592,1750000,93051,1278471,-471529,-0.2694451428571429,Dark
1074,Scream 4,111.0,"Horror,Mystery",6.2,118779,40000000,38180928,95989590,55989590,1.39973975,Dark
1075,Evil Dead,91.0,"Fantasy,Horror,Thriller",6.5,146399,17000000,54239856,97778356,80778356,4.751668,Dark
1077,Marmaduke,87.0,"Comedy,Family",4.2,13283,50000000,33644788,89895930,39895930,0.7979186,Light
1081,Gravity,91.0,"Drama,Sci-Fi,Thriller",7.7,710018,110000000,274092705,693698673,583698673,5.306351572727273,Dark
1085,The Last Stand,107.0,"Action,Thriller",6.4,126623,30000000,12050299,48330757,18330757,0.6110252333333334,Dark
1086,Dolphin Tale,113.0,"Drama,Family",6.9,20746,37000000,72286779,96068724,59068724,1.596452,Light
1089,Diary of a Wimpy Kid: Rodrick Rules,99.0,"Comedy,Family",6.6,23135,18000000,52698535,73695194,55695194,3.0941774444444445,Light
1091,Chronicle,84.0,"Drama,Sci-Fi,Thriller",7.1,229258,12000000,64575175,123681790,111681790,9.306815833333333,Dark
1096,Cabin Fever,99.0,Horror,3.7,7873,1500000,21158188,30351664,28851664,19.234442666666666,Dark
1097,The Bye Bye Man,96.0,"Drama,Fantasy,Horror",4.3,17743,7400000,22395806,31187727,23787727,3.214557702702703,Dark
1099,The Gift,108.0,"Drama,Mystery,Thriller",7.1,123834,10000000,12008642,44567606,34567606,3.4567606,Dark
1101,Robin Hood,116.0,"Action,Adventure,Thriller",5.3,41588,210000000,105487148,322459006,112459006,0.5355190761904762,Dark
1110,The Crazies,101.0,"Horror,Thriller",6.5,104465,19000000,39123589,56445534,37445534,1.9708175789473685,Dark
1111,Sin City: A Dame to Kill For,102.0,"Crime,Thriller",6.5,140666,65000000,13757804,40650842,-24349158,-0.3746024307692308,Dark
1117,The Adjustment Bureau,106.0,"Romance,Sci-Fi,Thriller",7.1,227616,50200000,62495645,126931325,76731325,1.5285124501992031,Dark
1119,Rio,96.0,"Adventure,Animation,Comedy",6.9,191621,90000000,143619809,487519809,397519809,4.416886766666667,Light
1127,Widows,129.0,"Crime,Drama,Thriller",7.0,61615,40000000,42402632,73866088,33866088,0.8466522,Dark
1129,Annabelle: Creation,109.0,"Horror,Mystery,Thriller",6.5,90402,15000000,102092201,305384865,290384865,19.358991,Dark
1131,The Possession,92.0,"Horror,Mystery,Thriller",5.9,53649,14000000,49130588,82925064,68925064,4.9232188571428575,Dark
1134,Turbo,96.0,"Adventure,Animation,Comedy",6.4,74639,135000000,83028130,286896578,151896578,1.125159837037037,Light
1136,The Mule,116.0,"Crime,Drama,Thriller",7.1,58955,50000000,103804407,170857676,120857676,2.41715352,Dark
1138,Money Monster,98.0,"Crime,Drama,Thriller",6.5,86607,27000000,41012075,93466095,66466095,2.461707222222222,Dark
1139,Homefront,100.0,"Action,Thriller",6.5,98549,22000000,20158492,51695362,29695362,1.3497891818181817,Dark
1140,Smurfs: The Lost Village,90.0,"Adventure,Animation,Comedy",6.0,15612,60000000,45020282,197578586,137578586,2.292976433333333,Light
1142,Hotel Transylvania 2,89.0,"Animation,Comedy,Family",6.7,92905,80000000,169700110,469500298,389500298,4.868753725,Light
1146,Paper Towns,109.0,"Comedy,Drama,Mystery",6.3,87742,12000000,32000304,85450484,73450484,6.120873666666666,Dark
1147,Takers,107.0,"Action,Crime,Thriller",6.2,53377,32000000,57744720,70587268,38587268,1.205852125,Dark
1149,The Cabin in the Woods,95.0,Horror,7.0,338445,30000000,42073277,70689968,40689968,1.3563322666666666,Dark
1154,Big Miracle,107.0,"Biography,Drama,Family",6.5,17585,40000000,20157300,25268680,-14731320,-0.368283,Light
1155,Monsters,94.0,"Drama,Sci-Fi,Thriller",6.4,84332,500000,237301,5639730,5139730,10.27946,Dark
1156,Vamps,92.0,"Comedy,Horror,Romance",5.2,8838,16000000,3361,94812,-15905188,-0.99407425,Dark
1159,ParaNorman,92.0,"Adventure,Animation,Comedy",7.0,87250,60000000,56003051,108119662,48119662,0.8019943666666667,Light
1160,How to Train Your Dragon 2,102.0,"Action,Adventure,Animation",7.8,278205,145000000,177002924,614586270,469586270,3.238526,Light
1163,The Expendables 2,103.0,"Action,Adventure,Thriller",6.6,277584,100000000,85028192,311979256,211979256,2.11979256,Dark
1164,The Maze Runner,113.0,"Action,Mystery,Sci-Fi",6.8,387038,34000000,102427862,348319861,314319861,9.244701794117647,Dark
1168,Mary Poppins Returns,130.0,"Comedy,Family,Fantasy",6.9,52103,130000000,171958438,341528518,211528518,1.6271424461538462,Light
1172,Skyfall,143.0,"Action,Adventure,Thriller",7.8,592221,200000000,304360277,1110526981,910526981,4.552634905,Dark
1174,The Tourist,103.0,"Action,Adventure,Thriller",6.0,206714,100000000,67631157,278731369,178731369,1.78731369,Dark
1179,The Hangover Part II,102.0,"Comedy,Mystery",6.5,432800,80000000,254464305,586464305,506464305,6.3308038125,Dark
1180,Under the Skin,108.0,"Drama,Horror,Sci-Fi",6.3,113196,13300000,2614251,7229933,-6070067,-0.45639601503759397,Dark
1181,Anonymous,130.0,"Drama,Thriller",6.9,37932,27500000,4463292,15815509,-11684491,-0.42489058181818185,Dark
1183,Lockout,95.0,"Action,Sci-Fi,Thriller",6.1,89554,20000000,14326865,33943049,13943049,0.69715245,Dark
1186,Knock Knock,99.0,"Drama,Thriller",4.9,68328,2000000,36336,6328516,4328516,2.164258,Dark
1187,The Other Side of the Door,96.0,Horror,5.3,15813,5000000,3000342,12905107,7905107,1.5810214,Dark
1188,The Lego Batman Movie,104.0,"Action,Animation,Comedy",7.3,116433,80000000,175750384,310660018,230660018,2.883250225,Light
1195,Captive State,109.0,"Sci-Fi,Thriller",6.9,28780,25000000,5958315,8993300,-16006700,-0.640268,Dark
1196,Foodfight!,91.0,"Action,Animation,Comedy",1.9,8248,45000000,0,73706,-44926294,-0.9983620888888889,Light
1200,Penguins of Madagascar,92.0,"Adventure,Animation,Comedy",6.7,72551,132000000,83350911,366942531,234942531,1.779867659090909,Light
1208,Blackhat,133.0,"Action,Crime,Thriller",5.4,48427,70000000,8005980,19665004,-50334996,-0.7190713714285715,Dark
1209,Annihilation,115.0,"Adventure,Drama,Horror",6.9,228664,55000000,32732301,43070915,-11929085,-0.21689245454545455,Dark
1212,Circle,87.0,"Drama,Mystery,Sci-Fi",6.0,30645,2000000,10024,10024,-1989976,-0.994988,Dark
1213,Fantastic Beasts and Where to Find Them,132.0,"Adventure,Family,Fantasy",7.3,365353,180000000,234037575,802402853,622402853,3.457793627777778,Light
1215,Pan,111.0,"Adventure,Comedy,Family",5.8,55867,150000000,35088320,151525973,1525973,0.010173153333333334,Light
1217,Unsane,98.0,"Drama,Horror,Mystery",6.4,32049,1500000,7690044,14244931,12744931,8.496620666666667,Dark
1219,Fair Game,108.0,"Biography,Drama,Thriller",6.8,43862,50000000,11497497,26097497,-23902503,-0.47805006,Dark
1220,The Adventures of Tintin,107.0,"Action,Adventure,Animation",7.3,202430,130000000,77591831,373993951,243993951,1.8768765461538461,Light
1221,Poltergeist,93.0,"Horror,Thriller",4.9,51538,35000000,47425125,95713069,60713069,1.7346591142857142,Dark
1223,Dark Shadows,113.0,"Comedy,Fantasy,Horror",6.2,229818,150000000,79727149,238202668,88202668,0.5880177866666667,Dark
1224,Edge of Darkness,117.0,"Crime,Drama,Mystery",6.6,84753,60000000,43313890,82812456,22812456,0.3802076,Dark
1225,xXx: Return of Xander Cage,107.0,"Action,Adventure,Thriller",5.2,77976,85000000,44898413,345033359,260033359,3.059215988235294,Dark
1227,It,135.0,"Horror,Thriller",7.4,359123,35000000,327481748,697457969,662457969,18.927370542857144,Dark
1228,Arthur Christmas,97.0,"Adventure,Animation,Comedy",7.1,45439,85000000,46462469,149717124,64717124,0.7613779294117647,Light
1230,Rise of the Guardians,97.0,"Action,Adventure,Animation",7.3,145281,145000000,103412758,306900902,161900902,1.1165579448275862,Light
1231,Killer Elite,116.0,"Action,Crime,Thriller",6.5,117711,70000000,25124986,65409046,-4590954,-0.06558505714285714,Dark
1232,The Girl with the Dragon Tattoo,158.0,"Crime,Drama,Mystery",7.8,387580,90000000,102515793,239373970,149373970,1.6597107777777778,Dark
1233,Insidious,103.0,"Horror,Mystery,Thriller",6.9,254197,1500000,54009150,99870886,98370886,65.58059066666667,Dark
1235,Trespass,91.0,"Crime,Drama,Thriller",5.3,39404,35000000,16816,786532,-34213468,-0.9775276571428572,Dark
1238,Annie,118.0,"Comedy,Drama,Family",5.3,31241,65000000,85911262,139829625,74829625,1.151225,Light
1239,Criminal Activities,94.0,"Crime,Drama,Thriller",5.8,7739,7000000,0,386744,-6613256,-0.9447508571428571,Dark
1240,The Shallows,86.0,"Drama,Horror,Thriller",6.3,106927,13000000,55121623,118763442,105763442,8.135649384615384,Dark
1242,Unfriended: Dark Web,92.0,"Crime,Horror,Mystery",5.9,13822,1000000,8866745,16434588,15434588,15.434588,Dark
1243,The Meg,113.0,"Action,Horror,Sci-Fi",5.7,114042,178000000,145443742,529530715,351530715,1.9748916573033708,Dark
1248,Diary of a Wimpy Kid: The Long Haul,91.0,"Comedy,Family",4.4,5635,22000000,20738724,35609577,13609577,0.6186171363636364,Light
1250,Ca$h,108.0,"Crime,Thriller",6.0,8605,13700000,0,11738256,-1961744,-0.14319299270072994,Dark
1252,The Rite,114.0,"Drama,Horror,Mystery",6.0,85604,37000000,33047633,97143987,60143987,1.6255131621621621,Dark
1253,Let Me In,116.0,"Drama,Fantasy,Horror",7.1,107012,20000000,12134935,28270399,8270399,0.41351995,Dark
1254,The Strangers: Prey at Night,85.0,Horror,5.2,21614,5000000,24431472,29960051,24960051,4.9920102,Dark
1255,Kung Fu Panda 2,90.0,"Action,Adventure,Animation",7.2,228465,150000000,165249063,664837547,514837547,3.4322503133333333,Light
1256,The Cold Light of Day,93.0,"Action,Thriller",4.9,33039,20000000,3763583,25361206,5361206,0.2680603,Dark
1263,The Guard,96.0,"Comedy,Crime,Thriller",7.3,75183,6000000,5359774,21197454,15197454,2.532909,Dark
1268,Despicable Me 2,98.0,"Adventure,Animation,Comedy",7.4,344230,76000000,368065385,975216835,899216835,11.831800460526315,Light
1270,The Fifth Estate,128.0,"Biography,Drama,Thriller",6.2,36392,26000000,3254172,6154172,-19845828,-0.7633010769230769,Dark
1272,The Call,94.0,"Crime,Drama,Horror",6.7,103780,12800000,51872378,69821476,57021476,4.4548028125,Dark
1277,Run All Night,114.0,"Action,Drama,Thriller",6.6,94131,50000000,26461644,66961644,16961644,0.33923288,Dark
1278,The Canyons,99.0,"Drama,Thriller",3.8,9838,250000,59671,62375,-187625,-0.7505,Dark
1280,The Invitation,100.0,"Drama,Horror,Mystery",6.7,70213,1000000,231738,354836,-645164,-0.645164,Dark
1282,The Purge: Anarchy,103.0,"Action,Horror,Sci-Fi",6.5,126203,9000000,71562550,111534881,102534881,11.392764555555555,Dark
1284,Mechanic: Resurrection,98.0,"Action,Adventure,Thriller",5.7,67275,40000000,21218403,109738840,69738840,1.743471,Dark
1285,Misconduct,106.0,"Crime,Drama,Mystery",5.3,13550,11000000,0,2352511,-8647489,-0.7861353636363636,Dark
1287,Happy Death Day 2U,100.0,"Drama,Horror,Mystery",6.3,27462,9000000,28051045,64179495,55179495,6.131055,Dark
1290,Tooth Fairy,101.0,"Comedy,Family,Fantasy",5.0,37939,48000000,60022256,112610386,64610386,1.3460497083333334,Light
1291,World War Z,116.0,"Action,Adventure,Horror",7.0,553751,190000000,202359711,531514650,341514650,1.7974455263157896,Dark
1295,Stitches,86.0,"Comedy,Horror",5.7,8214,2000000,0,63555,-1936445,-0.9682225,Dark
1297,Olympus Has Fallen,119.0,"Action,Thriller",6.5,235443,70000000,98927592,172878928,102878928,1.4696989714285715,Dark
1298,Atomic Blonde,115.0,"Action,Mystery,Thriller",6.7,150407,30000000,51573925,98345423,68345423,2.2781807666666665,Dark
1302,The Jungle Book,106.0,"Adventure,Drama,Family",7.4,240821,175000000,364001123,962854547,787854547,4.502025982857143,Light
1305,It Follows,100.0,"Horror,Mystery",6.9,182839,2000000,14674077,23250755,21250755,10.6253775,Dark
1307,The Forest,93.0,"Horror,Mystery,Thriller",4.8,36423,10000000,26594261,40749230,30749230,3.074923,Dark
1308,Pound of Flesh,104.0,"Action,Thriller",5.2,5511,7500000,0,0,-7500000,-1.0,Dark
1316,Brighton Rock,111.0,"Crime,Drama,Thriller",5.7,5784,11000000,229653,229653,-10770347,-0.9791224545454545,Dark
1318,Dying of the Light,94.0,"Drama,Thriller",4.4,8888,5000000,0,74639,-4925361,-0.9850722,Dark
1319,Madagascar 3: Europe's Most Wanted,93.0,"Adventure,Animation,Comedy",6.8,146858,145000000,216391482,746921271,601921271,4.151181179310345,Light
1322,Prisoners,153.0,"Crime,Drama,Mystery",8.1,526273,46000000,61002302,113402302,67402302,1.4652674347826087,Dark
1324,The Paperboy,107.0,"Crime,Drama,Mystery",5.8,33940,12500000,677200,4027663,-8472337,-0.67778696,Dark
1329,The Impossible,114.0,"Drama,History,Thriller",7.6,177762,40000000,19019882,169590606,129590606,3.23976515,Dark
1331,Now You See Me,115.0,"Crime,Mystery,Thriller",7.3,553156,75000000,117723989,342769200,267769200,3.570256,Dark
1333,Sausage Party,89.0,"Adventure,Animation,Comedy",6.2,159111,19000000,97670358,141344255,122344255,6.439171315789474,Light
1335,The Place Beyond the Pines,140.0,"Crime,Drama,Thriller",7.3,226765,15000000,21403519,47011449,32011449,2.1340966,Dark
1336,Bridge of Spies,142.0,"Drama,History,Thriller",7.6,263004,40000000,72313754,162498338,122498338,3.06245845,Dark
1340,Alpha,96.0,"Adventure,Drama,Family",6.7,41882,51000000,35851379,99624873,48624873,0.9534288823529412,Light
1341,Kubo and the Two Strings,101.0,"Action,Adventure,Animation",7.8,105578,55000000,48023088,77548122,22548122,0.40996585454545453,Light
1348,Pet Sematary,101.0,"Horror,Mystery,Thriller",6.0,34472,21000000,54724696,109501146,88501146,4.214340285714286,Dark
1354,Collide,99.0,"Action,Crime,Thriller",5.7,13288,29200000,2280004,5466698,-23733302,-0.8127843150684931,Dark
1356,The Book of Life,95.0,"Adventure,Animation,Comedy",7.3,59486,50000000,50151543,97651543,47651543,0.95303086,Light
1358,Paranormal Activity: The Ghost Dimension,88.0,"Horror,Mystery,Thriller",4.6,22361,10000000,18297124,77959374,67959374,6.7959374,Dark
1359,Wonder,113.0,"Drama,Family",8.0,111632,20000000,132422809,304604712,284604712,14.2302356,Light
1361,Devil's Due,89.0,"Horror,Mystery,Thriller",4.1,15502,7000000,15821461,36146087,29146087,4.163726714285715,Dark
1364,Survivor,96.0,"Action,Crime,Thriller",5.6,28614,20000000,0,1703281,-18296719,-0.91483595,Dark
1366,Ice Age: Collision Course,94.0,"Adventure,Animation,Comedy",5.7,48932,105000000,64063008,402156682,297156682,2.830063638095238,Light
1367,The Visit,94.0,"Horror,Mystery,Thriller",6.2,102459,5000000,65206105,98677816,93677816,18.7355632,Dark
1368,Upgrade,100.0,"Action,Sci-Fi,Thriller",7.6,104978,3000000,11977130,16553285,13553285,4.517761666666667,Dark
1369,The Equalizer,132.0,"Action,Crime,Thriller",7.2,302302,55000000,101530738,192903624,137903624,2.507338618181818,Dark
1371,Flight,138.0,"Drama,Thriller",7.3,303009,31000000,93772375,160558438,129558438,4.179304451612904,Dark
1380,Anomalisa,90.0,"Animation,Comedy,Drama",7.3,58010,8000000,3759286,5706168,-2293832,-0.286729,Light
1384,A Most Violent Year,125.0,"Crime,Drama,Thriller",7.0,60165,20000000,5749134,8846875,-11153125,-0.55765625,Dark
1387,The Hateful Eight,168.0,"Crime,Drama,Mystery",7.8,434966,62000000,54117416,147864886,85864886,1.3849175161290324,Dark
1389,Resident Evil: Afterlife,96.0,"Action,Adventure,Horror",5.9,153270,57500000,60128566,295874190,238374190,4.145638086956522,Dark
1392,Cats & Dogs: The Revenge of Kitty Galore,82.0,"Action,Comedy,Family",4.3,12642,85000000,43585753,113026383,28026383,0.32972215294117646,Light
1395,Rock of Ages,123.0,"Comedy,Drama,Musical",5.9,69910,70000000,38518613,61031932,-8968068,-0.12811525714285715,Light
1397,Coriolanus,123.0,"Drama,Thriller,War",6.1,29654,10000000,749641,2179623,-7820377,-0.7820377,Dark
1399,Hop,95.0,"Adventure,Animation,Comedy",5.4,28893,63000000,108085305,188657593,125657593,1.9945649682539683,Light
1400,Halloween,106.0,"Horror,Thriller",6.6,88395,15000000,58269151,77514401,62514401,4.167626733333333,Dark
1406,Skyline,92.0,"Action,Sci-Fi,Thriller",4.4,83710,10000000,21416355,68264973,58264973,5.8264973,Dark
1409,Margin Call,107.0,"Drama,Thriller",7.1,107264,3400000,5353586,20433227,17033227,5.009772647058823,Dark
1410,Shark Night 3D,90.0,"Horror,Thriller",4.0,23190,25000000,18877153,18877153,-6122847,-0.24491388,Dark
1411,Stoker,99.0,"Drama,Thriller",6.8,97393,12000000,1703125,12034913,34913,0.0029094166666666665,Dark
1415,Tarzan,94.0,"Adventure,Animation,Drama",4.8,11728,145000000,171091819,448191819,303191819,2.0909780620689653,Light
1416,Killer Joe,102.0,"Crime,Drama,Thriller",6.7,67842,10000000,1291645,4659110,-5340890,-0.534089,Dark
1418,Unfriended,83.0,"Horror,Mystery,Thriller",5.6,62043,1000000,32789645,64364198,63364198,63.364198,Dark
1420,Miracles from Heaven,109.0,"Biography,Drama,Family",7.1,17734,13000000,61705123,73798736,60798736,4.6768258461538466,Light
1422,Middle School: The Worst Years of My Life,92.0,"Comedy,Family",6.1,6413,8500000,20007149,23311293,14811293,1.7425050588235294,Light
1423,The Professor and the Madman,124.0,"Biography,Drama,Mystery",7.4,10383,25000000,0,5227233,-19772767,-0.79091068,Dark
1436,Stone,105.0,"Drama,Thriller",5.4,38667,22000000,1810078,4065020,-17934980,-0.8152263636363636,Dark
1437,Fright Night,106.0,"Comedy,Horror",6.4,94555,30000000,18298649,40520649,10520649,0.3506883,Dark
1443,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",81.0,"Comedy,Family",6.2,37325,28000000,66954149,101379287,73379287,2.6206888214285713,Light
1447,Ouija: Origin of Evil,99.0,"Drama,Horror,Mystery",6.1,47099,9000000,35144505,81831866,72831866,8.092429555555556,Dark
1450,Split,117.0,"Horror,Thriller",7.3,358543,5000000,138141585,278964806,273964806,54.7929612,Dark
1454,Straw Dogs,110.0,"Action,Drama,Thriller",5.8,30924,25000000,10324441,11253821,-13746179,-0.54984716,Dark
1456,Freaks of Nature,92.0,"Comedy,Horror,Sci-Fi",5.9,9670,33000000,70958,70958,-32929042,-0.9978497575757576,Dark
1458,Miss Bala,113.0,"Crime,Drama,Thriller",6.5,8092,15000000,14998027,15362298,362298,0.0241532,Dark
1459,Black Rock,83.0,"Horror,Thriller",4.8,7596,1000000,0,0,-1000000,-1.0,Dark
1462,Non-Stop,106.0,"Action,Mystery,Thriller",7.0,234717,50000000,91742160,222383055,172383055,3.4476611,Dark
1465,Escape from Tomorrow,90.0,"Drama,Fantasy,Horror",5.2,8665,650000,171962,171962,-478038,-0.735443076923077,Dark
1466,Finding Dory,97.0,"Adventure,Animation,Comedy",7.3,213542,200000000,486295561,1021215193,821215193,4.106075965,Light
1470,Us,116.0,"Horror,Mystery,Thriller",7.1,102511,20000000,175006930,254210310,234210310,11.7105155,Dark
1473,The Prince,93.0,"Action,Thriller",4.6,16048,18000000,0,0,-18000000,-1.0,Dark
1474,All Good Things,101.0,"Crime,Drama,Mystery",6.3,49684,20000000,582024,873617,-19126383,-0.95631915,Dark
1476,We Need to Talk About Kevin,112.0,"Drama,Mystery,Thriller",7.5,123619,7000000,1738692,10765283,3765283,0.5378975714285714,Dark
1478,Yogi Bear,80.0,"Adventure,Animation,Comedy",4.6,18934,80000000,100246011,204774690,124774690,1.559683625,Light
1484,Trust,106.0,"Crime,Drama,Thriller",6.9,39422,4000000,120016,120016,-3879984,-0.969996,Dark
1485,Blair Witch,89.0,"Horror,Mystery,Thriller",5.0,36867,10000000,20777061,38985577,28985577,2.8985577,Dark
1488,Underdogs,106.0,"Adventure,Animation,Family",6.5,8197,2500000,35017,1392649,-1107351,-0.4429404,Light
1495,Arbitrage,107.0,"Drama,Thriller",6.6,46774,12000000,7919574,35830713,23830713,1.98589275,Dark
1500,Cop Car,88.0,"Crime,Thriller",6.3,27081,5000000,134552,143658,-4856342,-0.9712684,Dark
1502,Christopher Robin,104.0,"Adventure,Animation,Comedy",7.3,52737,75000000,99215042,197504758,122504758,1.6333967733333334,Light
1503,The Star,86.0,"Adventure,Animation,Comedy",6.1,5159,20000000,40847995,62758010,42758010,2.1379005,Light
1506,A Quiet Place,90.0,"Drama,Horror,Sci-Fi",7.6,305031,17000000,188024361,334522294,317522294,18.677782,Dark
1509,Hotel Transylvania,91.0,"Animation,Comedy,Family",7.1,204571,85000000,148313048,378505812,293505812,3.4530095529411766,Light
1510,The Last Airbender,103.0,"Action,Adventure,Family",4.1,137734,150000000,131772187,319713881,169713881,1.1314258733333333,Light
1511,Freaky Deaky,90.0,"Comedy,Crime,Thriller",6.1,6088,6000000,0,0,-6000000,-1.0,Dark
1512,The Chronicles of Narnia: The Voyage of the Dawn Treader,113.0,"Adventure,Family,Fantasy",6.3,129663,155000000,104386950,418186950,263186950,1.6979803225806451,Light
1513,Suspiria,152.0,"Fantasy,Horror,Mystery",6.8,37360,20000000,2483472,7034615,-12965385,-0.64826925,Dark
1515,Geostorm,109.0,"Action,Sci-Fi,Thriller",5.3,78287,100000000,33700160,220796009,120796009,1.20796009,Dark
1516,Cloudy with a Chance of Meatballs 2,95.0,"Adventure,Animation,Comedy",6.4,81010,78000000,119793567,274392649,196392649,2.517854474358974,Light
1520,The Expendables 3,126.0,"Action,Adventure,Thriller",6.1,156432,100000000,39322544,209461378,109461378,1.09461378,Dark
1522,How to Train Your Dragon: The Hidden World,104.0,"Action,Adventure,Animation",7.6,60769,129000000,160791800,519258283,390258283,3.025258007751938,Light
1523,Resident Evil: The Final Chapter,107.0,"Action,Horror,Sci-Fi",5.6,74979,40000000,26844692,314101190,274101190,6.85252975,Dark
1527,Friend Request,92.0,"Horror,Thriller",5.3,21704,9900000,3759078,11310835,1410835,0.14250858585858586,Dark
